,Unnamed: 0,Rk,Player,Tm,Pos,Age,GP,G,A,+/-,PIM,PS,GW,S,S%,TOI,Year,PTS,Player_season,career_len,age_max,age_min,PPG,PPG_past,PPG_delta,PPG_career,PS_career,Pos_group,PS_career_mean,PS_normalized,career
16867,224,200,Bengt-Åke Gustafsson,WSH,LW,26,51,13,29,13.0,8.0,3.0,3.0,98.0,13.3,,1985,42,5,8,30,21,0.8235294117647058,1.0869565217391304,-0.26342710997442453,0.8807631160572337,39.1,FWD,4.344444444444445,-1.344444444444445,8
17564,258,209,Bengt-Åke Gustafsson,WSH,C,27,70,23,52,9.0,26.0,5.3,6.0,113.0,20.4,,1986,75,6,8,30,21,1.0714285714285714,0.8235294117647058,0.24789915966386555,0.8807631160572337,39.1,FWD,4.344444444444445,0.9555555555555548,8
19037,286,232,Bengt-Åke Gustafsson,WSH,C,29,78,18,36,2.0,29.0,3.6,3.0,136.0,13.2,,1988,54,7,8,30,21,0.6923076923076923,1.0714285714285714,-0.3791208791208791,0.8807631160572337,39.1,FWD,4.344444444444445,-0.7444444444444449,8
19817,281,226,Bengt-Åke Gustafsson,WSH,RW,30,72,18,51,13.0,18.0,4.9,6.0,107.0,16.8,,1989,69,8,8,30,21,0.9583333333333334,0.6923076923076923,0.2660256410256411,0.8807631160572337,39.1,FWD,4.344444444444445,0.5555555555555554,8
22893,92,77,Benoit Brunet,MTL,LW,24,47,10,15,13.0,19.0,1.7,1.0,71.0,14.1,,1993,25,3,12,33,20,0.5319148936170213,0.5555555555555556,-0.023640661938534313,0.5287569573283859,22.0,FWD,1.6923076923076923,0.007692307692307665,9
23749,107,79,Benoit Brunet,MTL,LW,25,71,10,20,14.0,20.0,2.0,1.0,92.0,10.9,,1994,30,4,12,33,20,0.4225352112676056,0.5319148936170213,-0.10937968234941564,0.5287569573283859,22.0,FWD,1.6923076923076923,0.3076923076923077,9
24736,89,71,Benoit Brunet,MTL,LW,26,45,7,18,7.0,16.0,2.1,2.0,80.0,8.8,,1995,25,5,12,33,20,0.5555555555555556,0.4225352112676056,0.13302034428794995,0.5287569573283859,22.0,FWD,1.6923076923076923,0.4076923076923078,9
26662,90,70,Benoit Brunet,MTL,LW,28,39,10,13,6.0,14.0,2.1,2.0,63.0,15.9,,1997,23,7,12,33,20,0.5897435897435898,0.5769230769230769,0.012820512820512886,0.5287569573283859,22.0,FWD,1.6923076923076923,0.4076923076923078,9
27612,99,81,Benoit Brunet,MTL,LW,29,68,12,20,11.0,61.0,3.0,2.0,87.0,13.8,,1998,32,8,12,33,20,0.47058823529411764,0.5897435897435898,-0.11915535444947212,0.5287569573283859,22.0,FWD,1.6923076923076923,1.3076923076923077,9
28581,110,85,Benoit Brunet,MTL,LW,30,60,14,17,-1.0,31.0,3.2,0.0,115.0,12.2,1067.0,1999,31,9,12,33,20,0.5166666666666667,0.47058823529411764,0.04607843137254908,0.5287569573283859,22.0,FWD,1.6923076923076923,1.5076923076923079,9
29629,118,91,Benoit Brunet,MTL,LW,31,50,14,15,3.0,13.0,3.4,2.0,103.0,13.6,899.0,2000,29,10,12,33,20,0.58,0.5166666666666667,0.06333333333333324,0.5287569573283859,22.0,FWD,1.6923076923076923,1.7076923076923076,9
30676,125,100,Benoit Brunet,MTL,RW,32,35,3,11,-4.0,12.0,0.7,0.0,61.0,4.9,583.0,2001,14,11,12,33,20,0.4,0.58,-0.17999999999999994,0.5287569573283859,22.0,FWD,1.6923076923076923,-0.9923076923076923,9
31733,122,93,Benoit Brunet,TOT,LW,33,61,9,14,-3.0,12.0,1.9,3.0,72.0,12.5,847.0,2002,46,12,12,33,20,0.7540983606557377,0.4,0.35409836065573763,0.5287569573283859,22.0,FWD,1.6923076923076923,0.20769230769230762,9
19850,315,250,Benoit Hogue,BUF,LW,22,69,14,30,-5.0,120.0,2.3,0.0,114.0,12.3,,1989,44,1,14,35,21,0.6376811594202898,0.6666666666666666,-0.02898550724637683,0.8609501738122828,44.2,FWD,2.9466666666666668,-0.646666666666667,12
20624,291,239,Benoit Hogue,BUF,C,23,45,11,7,0.0,79.0,1.0,1.0,73.0,15.1,,1990,18,2,14,35,21,0.4,0.6376811594202898,-0.23768115942028978,0.8609501738122828,44.2,FWD,2.9466666666666668,-1.9466666666666668,12
21411,305,244,Benoit Hogue,BUF,LW,24,76,19,28,-8.0,76.0,3.2,2.0,134.0,14.2,,1991,47,3,14,35,21,0.618421052631579,0.4,0.21842105263157896,0.8609501738122828,44.2,FWD,2.9466666666666668,0.2533333333333334,12
22253,341,274,Benoit Hogue,TOT,LW,25,75,30,46,30.0,67.0,7.1,5.0,149.0,20.1,,1992,152,4,14,35,21,2.026666666666667,0.618421052631579,1.4082456140350879,0.8609501738122828,44.2,FWD,2.9466666666666668,4.153333333333332,12
23123,332,269,Benoit Hogue,NYI,C,26,70,33,42,13.0,108.0,6.6,5.0,147.0,22.4,,1993,75,5,14,35,21,1.0714285714285714,2.026666666666667,-0.9552380952380954,0.8609501738122828,44.2,FWD,2.9466666666666668,3.653333333333333,12
24010,379,281,Benoit Hogue,NYI,LW,27,83,36,33,-7.0,73.0,6.4,3.0,218.0,16.5,,1994,69,6,14,35,21,0.8313253012048193,1.0714285714285714,-0.2401032702237521,0.8609501738122828,44.2,FWD,2.9466666666666668,3.4533333333333336,12
24981,344,262,Benoit Hogue,TOT,LW,28,45,9,7,0.0,34.0,1.2,2.0,66.0,13.6,,1995,32,7,14,35,21,0.7111111111111111,0.8313253012048193,-0.12021419009370815,0.8609501738122828,44.2,FWD,2.9466666666666668,-1.7466666666666668,12
25909,369,277,Benoit Hogue,TOT,LW,29,78,19,45,10.0,104.0,5.7,5.0,155.0,12.3,,1996,128,8,14,35,21,1.641025641025641,0.7111111111111111,0.9299145299145298,0.8609501738122828,44.2,FWD,2.9466666666666668,2.7533333333333334,12
26894,331,258,Benoit Hogue,DAL,LW,30,73,19,24,8.0,54.0,4.0,5.0,131.0,14.5,,1997,43,9,14,35,21,0.589041095890411,1.641025641025641,-1.0519845451352299,0.8609501738122828,44.2,FWD,2.9466666666666668,1.0533333333333332,12
27844,340,262,Benoit Hogue,DAL,LW,31,53,6,16,7.0,35.0,1.9,1.0,55.0,10.9,,1998,22,10,14,35,21,0.41509433962264153,0.589041095890411,-0.17394675626776945,0.8609501738122828,44.2,FWD,2.9466666666666668,-1.0466666666666669,12
28848,387,281,Benoit Hogue,TOT,C,32,74,12,17,-10.0,54.0,2.1,3.0,121.0,9.9,1197.0,1999,58,11,14,35,21,0.7837837837837838,0.41509433962264153,0.36868944416114224,0.8609501738122828,44.2,FWD,2.9466666666666668,-0.8466666666666667,12
30923,383,318,Benoit Hogue,DAL,LW,34,34,3,7,-1.0,26.0,0.6,0.0,35.0,8.6,424.0,2001,10,13,14,35,21,0.29411764705882354,0.48148148148148145,-0.18736383442265792,0.8609501738122828,44.2,FWD,2.9466666666666668,-2.3466666666666667,12
38714,751,617,Benoit Pouliot,MIN,LW,22,37,5,6,1.0,18.0,1.1,1.0,34.0,14.7,438.0,2009,11,5,11,31,20,0.2972972972972973,0.2727272727272727,0.024570024570024607,0.4656,30.9,FWD,2.5749999999999997,-1.4749999999999996,10
39758,766,625,Benoit Pouliot,TOT,LW,23,53,17,11,8.0,43.0,3.9,3.0,111.0,15.3,820.0,2010,56,6,11,31,20,1.0566037735849056,0.2972972972972973,0.7593064762876083,0.4656,30.9,FWD,2.5749999999999997,1.3250000000000002,10
40786,754,630,Benoit Pouliot,MTL,LW,24,79,13,17,2.0,87.0,3.4,4.0,129.0,10.1,911.0,2011,30,7,11,31,20,0.379746835443038,1.0566037735849056,-0.6768569381418676,0.4656,30.9,FWD,2.5749999999999997,0.8250000000000002,10
41844,775,642,Benoit Pouliot,BOS,LW,25,74,16,16,18.0,38.0,4.4,5.0,107.0,15.0,904.0,2012,32,8,11,31,20,0.43243243243243246,0.379746835443038,0.052685596989394456,0.4656,30.9,FWD,2.5749999999999997,1.8250000000000006,10
42816,706,598,Benoit Pouliot,TBL,LW,26,34,8,12,8.0,15.0,2.5,1.0,60.0,13.3,450.0,2013,20,9,11,31,20,0.5882352941176471,0.43243243243243246,0.15580286168521462,0.4656,30.9,FWD,2.5749999999999997,-0.07499999999999973,10
43810,753,639,Benoit Pouliot,NYR,LW,27,80,15,21,10.0,56.0,4.6,4.0,141.0,10.6,1075.0,2014,36,10,11,31,20,0.45,0.5882352941176471,-0.13823529411764707,0.4656,30.9,FWD,2.5749999999999997,2.025,10
44843,781,633,Benoit Pouliot,EDM,LW,28,58,19,15,-1.0,28.0,4.5,3.0,105.0,18.1,964.0,2015,34,11,11,31,20,0.5862068965517241,0.45,0.13620689655172408,0.4656,30.9,FWD,2.5749999999999997,1.9250000000000003,10
735,767,648,Benoit Pouliot,EDM,LW,29,55,14,22,-6.0,30.0,4.0,0.0,109.0,12.8,883.0,2016,36,0,11,31,20,0.6545454545454545,,,0.4656,30.9,FWD,2.5749999999999997,1.4250000000000003,10
1774,764,642,Benoit Pouliot,EDM,LW,30,67,8,6,-5.0,34.0,0.6,1.0,77.0,10.4,942.0,2017,14,1,11,31,20,0.208955223880597,0.6545454545454545,-0.44559023066485753,0.4656,30.9,FWD,2.5749999999999997,-1.9749999999999996,10
2819,797,664,Benoit Pouliot,BUF,LW,31,74,13,6,-8.0,22.0,1.7,4.0,83.0,15.7,1013.0,2018,19,2,11,31,20,0.25675675675675674,0.208955223880597,0.047801532876159736,0.4656,30.9,FWD,2.5749999999999997,-0.8749999999999998,10
12820,119,103,Bernie Federko,STL,C,22,74,31,64,-15.0,14.0,7.4,1.0,156.0,19.9,,1979,95,2,13,33,20,1.2837837837837838,0.5694444444444444,0.7143393393393394,1.13,79.9,FWD,5.707142857142857,1.692857142857143,12
13367,160,131,Bernie Federko,STL,C,23,79,38,56,3.0,24.0,8.4,4.0,183.0,20.8,,1980,94,3,13,33,20,1.1898734177215189,1.2837837837837838,-0.09391036606226488,1.13,79.9,FWD,5.707142857142857,2.692857142857143,12
14047,158,136,Bernie Federko,STL,C,24,78,31,73,9.0,47.0,7.5,4.0,170.0,18.2,,1981,104,4,13,33,20,1.3333333333333333,1.1898734177215189,0.14345991561181437,1.13,79.9,FWD,5.707142857142857,1.7928571428571427,12
14716,157,138,Bernie Federko,STL,C,25,74,30,62,-11.0,70.0,6.0,6.0,177.0,16.9,,1982,92,5,13,33,20,1.2432432432432432,1.3333333333333333,-0.09009009009009006,1.13,79.9,FWD,5.707142857142857,0.2928571428571427,12
15438,162,142,Bernie Federko,STL,C,26,75,24,60,-9.0,24.0,5.6,1.0,184.0,13.0,,1983,84,6,13,33,20,1.12,1.2432432432432432,-0.1232432432432431,1.13,79.9,FWD,5.707142857142857,-0.10714285714285765,12
16124,195,159,Bernie Federko,STL,C,27,79,41,66,-2.0,43.0,8.1,4.0,196.0,20.9,,1984,107,7,13,33,20,1.3544303797468353,1.12,0.23443037974683523,1.13,79.9,FWD,5.707142857142857,2.3928571428571423,12
16809,164,146,Bernie Federko,STL,C,28,76,30,73,-10.0,27.0,7.1,3.0,175.0,17.1,,1985,103,8,13,33,20,1.355263157894737,1.3544303797468353,0.0008327781479016139,1.13,79.9,FWD,5.707142857142857,1.3928571428571423,12
17510,201,159,Bernie Federko,STL,C,29,80,34,68,11.0,34.0,7.5,2.0,166.0,20.5,,1986,102,9,13,33,20,1.275,1.355263157894737,-0.08026315789473704,1.13,79.9,FWD,5.707142857142857,1.7928571428571427,12
18241,203,166,Bernie Federko,STL,C,30,64,20,52,-27.0,32.0,4.6,3.0,130.0,15.4,,1987,72,10,13,33,20,1.125,1.275,-0.1499999999999999,1.13,79.9,FWD,5.707142857142857,-1.1071428571428577,12
18969,215,174,Bernie Federko,STL,C,31,79,20,69,-12.0,52.0,5.7,2.0,119.0,16.8,,1988,89,11,13,33,20,1.1265822784810127,1.125,0.0015822784810126667,1.13,79.9,FWD,5.707142857142857,-0.0071428571428571175,12
19747,208,166,Bernie Federko,STL,C,32,66,22,45,-20.0,54.0,4.3,6.0,115.0,19.1,,1989,67,12,13,33,20,1.0151515151515151,1.1265822784810127,-0.11143076332949753,1.13,79.9,FWD,5.707142857142857,-1.4071428571428575,12
20547,211,172,Bernie Federko,DET,C,33,73,17,40,-8.0,24.0,3.3,0.0,108.0,15.7,,1990,57,13,13,33,20,0.7808219178082192,1.0151515151515151,-0.23432959734329595,1.13,79.9,FWD,5.707142857142857,-2.4071428571428575,12
49925,47,44,Bernie Geoffrion,MTL,RW,22,54,29,25,,87.0,8.1,7.0,,,,1954,54,5,15,36,19,1.0,0.6,0.4,0.9309173272933182,97.6,FWD,6.1,2.0,11
50075,50,40,Bernie Geoffrion,MTL,RW,23,70,38,37,,57.0,10.3,8.0,,,,1955,75,6,15,36,19,1.0714285714285714,1.0,0.0714285714285714,0.9309173272933182,97.6,FWD,6.1,4.200000000000001,11
50244,53,44,Bernie Geoffrion,MTL,RW,24,59,29,33,,66.0,8.5,8.0,,,,1956,62,7,15,36,19,1.0508474576271187,1.0714285714285714,-0.020581113801452666,0.9309173272933182,97.6,FWD,6.1,2.4000000000000004,11
50379,43,42,Bernie Geoffrion,MTL,RW,25,41,19,21,,16.0,5.0,3.0,,,,1957,40,8,15,36,19,0.975609756097561,1.0508474576271187,-0.07523770152955778,0.9309173272933182,97.6,FWD,6.1,-1.0999999999999996,11
50533,58,49,Bernie Geoffrion,MTL,RW,26,42,27,23,,51.0,6.3,1.0,,,,1958,50,9,15,36,19,1.1904761904761905,0.975609756097561,0.2148664343786295,0.9309173272933182,97.6,FWD,6.1,0.20000000000000018,11
50676,40,38,Bernie Geoffrion,MTL,RW,27,59,22,44,,30.0,6.7,3.0,,,,1959,66,10,15,36,19,1.11864406779661,1.1904761904761905,-0.07183212267958039,0.9309173272933182,97.6,FWD,6.1,0.6000000000000005,11
50808,40,40,Bernie Geoffrion,MTL,RW,28,59,30,41,8.0,36.0,7.8,5.0,267.0,11.2,,1960,71,11,15,36,19,1.2033898305084745,1.11864406779661,0.0847457627118644,0.9309173272933182,97.6,FWD,6.1,1.7000000000000002,11
50952,42,38,Bernie Geoffrion,MTL,RW,29,64,50,45,3.0,27.0,11.6,12.0,316.0,15.8,,1961,95,12,15,36,19,1.484375,1.2033898305084745,0.2809851694915255,0.9309173272933182,97.6,FWD,6.1,5.5,11
51106,36,36,Bernie Geoffrion,MTL,RW,30,62,23,36,17.0,36.0,5.9,1.0,240.0,9.6,,1962,59,13,15,36,19,0.9516129032258065,1.484375,-0.5327620967741935,0.9309173272933182,97.6,FWD,6.1,-0.1999999999999993,11
51244,35,35,Bernie Geoffrion,MTL,RW,31,51,23,18,5.0,71.0,4.5,4.0,172.0,13.4,,1963,41,14,15,36,19,0.803921568627451,0.9516129032258065,-0.14769133459835548,0.9309173272933182,97.6,FWD,6.1,-1.5999999999999996,11
51395,42,38,Bernie Geoffrion,MTL,RW,32,55,21,18,7.0,41.0,4.5,9.0,170.0,12.4,,1964,39,15,15,36,19,0.7090909090909091,0.803921568627451,-0.0948306595365419,0.9309173272933182,97.6,FWD,6.1,-1.5999999999999996,11
16437,522,432,Bernie Nicholls,LAK,C,22,78,41,54,-22.0,83.0,6.7,2.0,255.0,16.1,,1984,95,2,17,37,20,1.2179487179487178,0.704225352112676,0.5137233658360418,1.2688553682342503,96.9,FWD,5.383333333333334,1.3166666666666664,13
17099,467,412,Bernie Nicholls,LAK,C,23,80,46,54,-5.0,76.0,7.9,6.0,329.0,14.0,,1985,100,3,17,37,20,1.25,1.2179487179487178,0.03205128205128216,1.2688553682342503,96.9,FWD,5.383333333333334,2.5166666666666666,13
17807,511,419,Bernie Nicholls,LAK,C,24,80,36,61,-5.0,78.0,7.1,0.0,281.0,12.8,,1986,97,4,17,37,20,1.2125,1.25,-0.03750000000000009,1.2688553682342503,96.9,FWD,5.383333333333334,1.716666666666666,13
18539,513,420,Bernie Nicholls,LAK,C,25,80,33,48,-16.0,101.0,5.8,2.0,227.0,14.5,,1987,81,5,17,37,20,1.0125,1.2125,-0.19999999999999996,1.2688553682342503,96.9,FWD,5.383333333333334,0.4166666666666661,13
19293,553,451,Bernie Nicholls,LAK,C,26,65,32,46,2.0,114.0,6.5,1.0,236.0,13.6,,1988,78,6,17,37,20,1.2,1.0125,0.1875,1.2688553682342503,96.9,FWD,5.383333333333334,1.1166666666666663,13
20104,579,455,Bernie Nicholls,LAK,C,27,79,70,80,30.0,96.0,14.4,6.0,385.0,18.2,,1989,150,7,17,37,20,1.8987341772151898,1.2,0.6987341772151898,1.2688553682342503,96.9,FWD,5.383333333333334,9.016666666666666,13
20871,549,449,Bernie Nicholls,TOT,C,28,79,39,73,-9.0,86.0,8.7,1.0,287.0,13.6,,1990,224,8,17,37,20,2.8354430379746836,1.8987341772151898,0.9367088607594938,1.2688553682342503,96.9,FWD,5.383333333333334,3.3166666666666655,13
21656,560,445,Bernie Nicholls,NYR,C,29,71,25,48,5.0,96.0,6.1,2.0,163.0,15.3,,1991,73,9,17,37,20,1.028169014084507,2.8354430379746836,-1.8072740238901766,1.2688553682342503,96.9,FWD,5.383333333333334,0.7166666666666659,13
22523,622,488,Bernie Nicholls,TOT,C,30,50,20,29,4.0,60.0,4.1,2.0,117.0,17.1,,1992,98,10,17,37,20,1.96,1.028169014084507,0.931830985915493,1.2688553682342503,96.9,FWD,5.383333333333334,-1.283333333333334,13
23372,591,480,Bernie Nicholls,TOT,C,31,69,13,47,-13.0,80.0,3.5,1.0,132.0,9.8,,1993,120,11,17,37,20,1.7391304347826086,1.96,-0.22086956521739132,1.2688553682342503,96.9,FWD,5.383333333333334,-1.8833333333333337,13
24327,708,525,Bernie Nicholls,NJD,C,32,61,19,27,24.0,86.0,4.4,1.0,142.0,13.4,,1994,46,12,17,37,20,0.7540983606557377,1.7391304347826086,-0.985032074126871,1.2688553682342503,96.9,FWD,5.383333333333334,-0.9833333333333334,13
25251,625,490,Bernie Nicholls,CHI,C,33,48,22,29,4.0,32.0,5.7,5.0,114.0,19.3,,1995,51,13,17,37,20,1.0625,0.7540983606557377,0.30840163934426235,1.2688553682342503,96.9,FWD,5.383333333333334,0.31666666666666643,13
26222,694,504,Bernie Nicholls,CHI,C,34,59,19,41,11.0,60.0,5.4,2.0,100.0,19.0,,1996,60,14,17,37,20,1.0169491525423728,1.0625,-0.045550847457627164,1.2688553682342503,96.9,FWD,5.383333333333334,0.016666666666666607,13
49364,116,110,Bert Olmstead,CBH,RW,23,70,20,29,,40.0,4.4,3.0,,,,1950,49,1,13,35,22,0.7,0.2222222222222222,0.47777777777777775,0.7582547169811321,56.5,FWD,4.035714285714286,0.36428571428571477,12
49535,132,112,Bert Olmstead,TOT,RW,24,54,18,23,,50.0,4.5,2.0,,,,1951,82,2,13,35,22,1.5185185185185186,0.7,0.8185185185185186,0.7582547169811321,56.5,FWD,4.035714285714286,0.4642857142857144,12
49688,110,99,Bert Olmstead,MTL,LW,25,69,7,28,,49.0,2.3,1.0,,,,1952,35,3,13,35,22,0.5072463768115942,1.5185185185185186,-1.0112721417069244,0.7582547169811321,56.5,FWD,4.035714285714286,-1.7357142857142858,12
49833,104,99,Bert Olmstead,MTL,LW,26,69,17,28,,83.0,5.2,3.0,,,,1953,45,4,13,35,22,0.6521739130434783,0.5072463768115942,0.14492753623188404,0.7582547169811321,56.5,FWD,4.035714285714286,1.1642857142857146,12
49985,110,102,Bert Olmstead,MTL,LW,27,70,15,37,,85.0,5.9,3.0,,,,1954,52,5,13,35,22,0.7428571428571429,0.6521739130434783,0.09068322981366461,0.7582547169811321,56.5,FWD,4.035714285714286,1.8642857142857148,12
50143,121,100,Bert Olmstead,MTL,LW,28,70,10,48,,103.0,5.5,3.0,,,,1955,58,6,13,35,22,0.8285714285714286,0.7428571428571429,0.08571428571428574,0.7582547169811321,56.5,FWD,4.035714285714286,1.4642857142857144,12
50293,104,93,Bert Olmstead,MTL,LW,29,70,14,56,,99.0,7.5,3.0,,,,1956,70,7,13,35,22,1.0,0.8285714285714286,0.17142857142857137,0.7582547169811321,56.5,FWD,4.035714285714286,3.4642857142857144,12
50435,101,96,Bert Olmstead,MTL,LW,30,64,15,33,,74.0,4.7,1.0,,,,1957,48,8,13,35,22,0.75,1.0,-0.25,0.7582547169811321,56.5,FWD,4.035714285714286,0.6642857142857146,12
50597,125,107,Bert Olmstead,MTL,LW,31,57,9,28,,69.0,2.9,2.0,,,,1958,37,9,13,35,22,0.6491228070175439,0.75,-0.10087719298245612,0.7582547169811321,56.5,FWD,4.035714285714286,-1.1357142857142857,12
50734,101,94,Bert Olmstead,TOR,LW,32,70,10,31,,74.0,2.8,0.0,,,,1959,41,10,13,35,22,0.5857142857142857,0.6491228070175439,-0.06340852130325814,0.7582547169811321,56.5,FWD,4.035714285714286,-1.2357142857142858,12
50869,104,99,Bert Olmstead,TOR,LW,33,53,15,21,-3.0,63.0,3.3,5.0,140.0,10.7,,1960,36,11,13,35,22,0.6792452830188679,0.5857142857142857,0.09353099730458214,0.7582547169811321,56.5,FWD,4.035714285714286,-0.7357142857142858,12
51021,115,103,Bert Olmstead,TOR,LW,34,67,18,34,4.0,84.0,4.7,3.0,178.0,10.1,,1961,52,12,13,35,22,0.7761194029850746,0.6792452830188679,0.09687411996620676,0.7582547169811321,56.5,FWD,4.035714285714286,0.6642857142857146,12
10635,19,14,Bill Barber,PHI,LW,22,79,34,37,45.0,66.0,7.2,4.0,273.0,12.5,,1975,71,2,11,31,20,0.8987341772151899,0.92,-0.02126582278481015,0.9778516057585825,81.2,FWD,6.766666666666667,0.43333333333333357,10
11188,17,16,Bill Barber,PHI,LW,23,80,50,62,74.0,104.0,12.3,10.0,380.0,13.2,,1976,112,3,11,31,20,1.4,0.8987341772151899,0.50126582278481,0.9778516057585825,81.2,FWD,6.766666666666667,5.533333333333334,10
11681,13,14,Bill Barber,PHI,LW,24,73,20,35,32.0,62.0,4.6,3.0,243.0,8.2,,1977,55,4,11,31,20,0.7534246575342466,1.4,-0.6465753424657533,0.9778516057585825,81.2,FWD,6.766666666666667,-2.166666666666667,10
12186,21,16,Bill Barber,PHI,LW,25,80,41,31,31.0,34.0,7.8,9.0,262.0,15.6,,1978,72,5,11,31,20,0.9,0.7534246575342466,0.14657534246575343,0.9778516057585825,81.2,FWD,6.766666666666667,1.0333333333333332,10
12721,15,12,Bill Barber,PHI,LW,26,79,34,46,20.0,22.0,7.3,4.0,258.0,13.2,,1979,80,6,11,31,20,1.0126582278481013,0.9,0.11265822784810131,0.9778516057585825,81.2,FWD,6.766666666666667,0.5333333333333332,10
13232,19,18,Bill Barber,PHI,LW,27,79,40,32,38.0,17.0,7.2,7.0,265.0,15.1,,1980,72,7,11,31,20,0.9113924050632911,1.0126582278481013,-0.10126582278481022,0.9778516057585825,81.2,FWD,6.766666666666667,0.43333333333333357,10
13918,24,22,Bill Barber,PHI,LW,28,80,43,42,6.0,69.0,6.9,2.0,292.0,14.7,,1981,85,8,11,31,20,1.0625,0.9113924050632911,0.1511075949367089,0.9778516057585825,81.2,FWD,6.766666666666667,0.13333333333333375,10
14589,25,21,Bill Barber,PHI,LW,29,80,45,44,2.0,85.0,6.6,6.0,350.0,12.9,,1982,89,9,11,31,20,1.1125,1.0625,0.050000000000000044,0.9778516057585825,81.2,FWD,6.766666666666667,-0.16666666666666696,10
15305,23,23,Bill Barber,PHI,LW,30,66,27,33,16.0,28.0,4.5,1.0,215.0,12.6,,1983,60,10,11,31,20,0.9090909090909091,1.1125,-0.20340909090909098,0.9778516057585825,81.2,FWD,6.766666666666667,-2.2666666666666666,10
15962,27,23,Bill Barber,PHI,LW,31,63,22,32,4.0,36.0,3.4,1.0,204.0,10.8,,1984,54,11,11,31,20,0.8571428571428571,0.9090909090909091,-0.051948051948051965,0.9778516057585825,81.2,FWD,6.766666666666667,-3.3666666666666667,10
21154,37,33,Bill Berg,NYI,LW,23,78,9,14,-3.0,67.0,0.7,0.0,95.0,9.5,,1991,23,1,9,31,21,0.2948717948717949,0.42857142857142855,-0.13369963369963367,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,0.69,9
21968,44,35,Bill Berg,NYI,LW,24,47,5,9,-18.0,28.0,-0.3,1.0,60.0,8.3,,1992,14,2,9,31,21,0.2978723404255319,0.2948717948717949,0.003000545553737022,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,-0.31,9
22857,55,43,Bill Berg,TOT,LW,25,80,13,11,3.0,103.0,1.0,2.0,113.0,11.5,,1993,48,3,9,31,21,0.6,0.2978723404255319,0.3021276595744681,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,0.99,9
23702,59,42,Bill Berg,TOR,LW,26,83,8,11,-3.0,93.0,0.1,1.0,99.0,8.1,,1994,19,4,9,31,21,0.2289156626506024,0.6,-0.3710843373493976,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,0.09,9
24692,43,35,Bill Berg,TOR,LW,27,32,5,1,-11.0,26.0,-0.1,2.0,57.0,8.8,,1995,6,5,9,31,21,0.1875,0.2289156626506024,-0.0414156626506024,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,-0.11000000000000001,9
25602,50,40,Bill Berg,TOT,LW,28,41,3,2,-6.0,41.0,-0.6,0.0,60.0,5.0,,1996,10,6,9,31,21,0.24390243902439024,0.1875,0.05640243902439024,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,-0.61,9
26622,48,35,Bill Berg,NYR,LW,29,67,8,6,2.0,37.0,0.2,3.0,84.0,9.5,,1997,14,7,9,31,21,0.208955223880597,0.24390243902439024,-0.03494721514379323,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,0.19,9
27566,51,44,Bill Berg,NYR,C,30,67,1,9,-15.0,55.0,-1.0,0.0,74.0,1.4,,1998,10,8,9,31,21,0.14925373134328357,0.208955223880597,-0.05970149253731344,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,-1.01,9
28535,62,45,Bill Berg,OTT,LW,31,44,2,2,4.0,28.0,0.0,0.0,40.0,5.0,455.0,1999,4,9,9,31,21,0.09090909090909091,0.14925373134328357,-0.05834464043419266,0.2765567765567766,0.10000000000000009,FWD,0.010000000000000009,-0.010000000000000009,9
9774,58,47,Bill Clement,PHI,C,22,73,14,14,-11.0,51.0,0.7,3.0,132.0,10.6,,1973,28,1,10,31,21,0.3835616438356164,0.46938775510204084,-0.08582611126642442,0.5702364394993046,18.9,FWD,1.718181818181818,-1.018181818181818,10
10194,56,45,Bill Clement,PHI,C,23,39,9,8,15.0,34.0,1.5,2.0,54.0,16.7,,1974,17,2,10,31,21,0.4358974358974359,0.3835616438356164,0.052335792061819486,0.5702364394993046,18.9,FWD,1.718181818181818,-0.21818181818181803,10
10699,86,66,Bill Clement,PHI,C,24,68,21,16,22.0,42.0,3.0,2.0,140.0,15.0,,1975,37,3,10,31,21,0.5441176470588235,0.4358974358974359,0.10822021116138758,0.5702364394993046,18.9,FWD,1.718181818181818,1.281818181818182,10
11241,73,67,Bill Clement,TOT,C,25,77,23,31,-27.0,49.0,3.5,2.0,166.0,13.9,,1976,108,4,10,31,21,1.4025974025974026,0.5441176470588235,0.8584797555385791,0.5702364394993046,18.9,FWD,1.718181818181818,1.781818181818182,10
11738,73,65,Bill Clement,ATF,C,26,67,17,26,-4.0,27.0,3.0,1.0,114.0,14.9,,1977,43,5,10,31,21,0.6417910447761194,1.4025974025974026,-0.7608063578212833,0.5702364394993046,18.9,FWD,1.718181818181818,1.281818181818182,10
12254,92,69,Bill Clement,ATF,C,27,70,20,30,18.0,34.0,4.3,4.0,105.0,19.0,,1978,50,6,10,31,21,0.7142857142857143,0.6417910447761194,0.07249466950959493,0.5702364394993046,18.9,FWD,1.718181818181818,2.581818181818182,10
